FID,UnitName,PointName,Latitude,Longitude,SegmentL,SDate,Visit,SpeciesCod,SAgeID,PassCount1,PassCount2,PassCount3,Depth1,Depth2,Depth3,WaterPrese,SiltClay,Sand,Gravel,Pebble,Cobble,Boulder,Bedrock,Artificial,Detritus,LengthPool,LengthRun,LengthRiff,Width1,Width2,Width3,FishPresen,CrayfishPr,pH,Conductivi,WaterTemp,StartAirTe,StartWater,DDMLatLon,ORIG_OID,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
1652,Prince William Forest National Park,PRW227-1L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,NULL,NULL,NULL,NULL,NULL,0,0,3.4,Y,33,33,NULL,NULL,NULL,NULL,NULL,NULL,34,0,3,3,0,0,36,N,N,6.6,18,NULL,23.1,20.9,38 35.64620337N 077 23.97985265W,1652,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1653,Prince William Forest National Park,PRW227-1L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,NULL,NULL,NULL,NULL,NULL,3,7,5.5,Y,55,NULL,NULL,7,5,NULL,NULL,NULL,33,0,11,4,45,68,43,N,N,6.2,16,NULL,26.6,19.8,38 35.64620337N 077 23.97985265W,1653,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1654,Prince William Forest National Park,PRW227-1L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,NULL,NULL,NULL,NULL,NULL,1.8,9,0,Y,44,32,NULL,NULL,NULL,NULL,NULL,NULL,16,5,10,0,24,59,0,N,N,6.2,30,NULL,26.1,22.3,38 35.64620337N 077 23.97985265W,1654,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1655,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,PRUB,larva,6,2,1,2.3,0,2.6,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,12,0,0,67,0,42,N,N,5.02,26,NULL,27.5,18.5,38 35.64620337N 077 23.97985265W,1655,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1656,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,EBIS,larva,1,1,1,2.3,0,2.6,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,12,0,0,67,0,42,N,N,5.02,26,NULL,27.5,18.5,38 35.64620337N 077 23.97985265W,1656,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1657,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,EBIS,adult,2,0,0,2.3,0,2.6,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,12,0,0,67,0,42,N,N,5.02,26,NULL,27.5,18.5,38 35.64620337N 077 23.97985265W,1657,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1658,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/11/2006 0:00:00,2,PRUB,larva,3,8,NULL,7,1.4,7.1,Y,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,10,1,4,49,41,38,U,U,5.45,15,NULL,23.7,19.5,38 35.64620337N 077 23.97985265W,1658,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1659,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/11/2006 0:00:00,2,EBIS,larva,NULL,NULL,NULL,7,1.4,7.1,Y,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,10,1,4,49,41,38,U,U,5.45,15,NULL,23.7,19.5,38 35.64620337N 077 23.97985265W,1659,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1660,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/11/2006 0:00:00,2,RCLA,juvenile,NULL,NULL,NULL,7,1.4,7.1,Y,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,10,1,4,49,41,38,U,U,5.45,15,NULL,23.7,19.5,38 35.64620337N 077 23.97985265W,1660,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1661,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/23/2009 0:00:00,NULL,EBIS,larva,3,1,NULL,19,8,8,Y,3,5,NULL,NULL,5,NULL,NULL,NULL,51,5,4,6,115,45,75,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1661,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1662,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/21/2009 0:00:00,NULL,EBIS,larva,3,0,NULL,16,4,3,Y,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,87,2,11,2,87,62,30,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1662,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1663,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/21/2009 0:00:00,NULL,PRUB,larva,0,2,NULL,16,4,3,Y,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,87,2,11,2,87,62,30,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1663,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1664,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/18/2012 0:00:00,1,NULL,NULL,NULL,NULL,NULL,8,1.5,0,Y,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,1,6,0,53,20,0,N,N,6.5,24,NULL,19.3,16.8,38 35.64620337N 077 23.97985265W,1664,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1665,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,NULL,NULL,NULL,NULL,NULL,3.4,5.8,6,Y,56,11,NULL,NULL,NULL,NULL,NULL,NULL,33,0,12,3,36,50,44,N,N,6.6,18,NULL,23.1,20.9,38 35.64620337N 077 23.97985265W,1665,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1666,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,NULL,NULL,NULL,NULL,NULL,0,0,2.4,Y,51,NULL,NULL,5,NULL,NULL,NULL,NULL,44,1,7,1,0,0,60,N,N,6.2,16,NULL,26.6,19.8,38 35.64620337N 077 23.97985265W,1666,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1667,Prince William Forest National Park,PRW227-2R,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,PRUB,larva,0,1,1,1.7,2.6,0,Y,21,32,18,6,6,NULL,NULL,NULL,17,7,2,1,21,65,0,N,Y,6.2,30,NULL,26.1,22.3,38 35.64620337N 077 23.97985265W,1667,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1668,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,EBIS,larva,1,0,NULL,4.3,0,1.6,NULL,NULL,29,NULL,NULL,6,NULL,NULL,NULL,66,7,0,0,53,0,36,N,N,5.47,78,NULL,29.5,20.1,38 35.64620337N 077 23.97985265W,1668,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1669,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,6/23/2009 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,5.5,7.5,2,Y,33,8,19,NULL,NULL,NULL,NULL,NULL,36,4,4,7,116,45,102,N,Y,NULL,NULL,NULL,24.6,NULL,38 35.64620337N 077 23.97985265W,1669,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1670,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,7/21/2009 0:00:00,NULL,EBIS,larva,0,3,NULL,7,2,4,Y,NULL,NULL,28,NULL,5,NULL,NULL,NULL,67,4,7,4,55,65,42,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1670,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1671,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,6/18/2012 0:00:00,1,NULL,NULL,NULL,NULL,NULL,8.5,1,1,Y,75,5,NULL,11,4,NULL,NULL,NULL,5,4,2,9,102,49,36,U,U,6.5,24,NULL,19.3,16.8,38 35.64620337N 077 23.97985265W,1671,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1672,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,PRUB,larva,8,7,1,4.3,5.4,6.7,Y,NULL,61,2,2,5,NULL,NULL,NULL,30,1,6,8,74,28,64,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1672,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1673,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,EBIS,larva,3,1,1,4.3,5.4,6.7,Y,NULL,61,2,2,5,NULL,NULL,NULL,30,1,6,8,74,28,64,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1673,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1674,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,EURY,larva,5,1,1,4.3,5.4,6.7,Y,NULL,61,2,2,5,NULL,NULL,NULL,30,1,6,8,74,28,64,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1674,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1675,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,EBIS,larva,1,0,0,5.6,2.4,8.1,Y,23,NULL,NULL,25,13,NULL,NULL,NULL,30,1,8,5,75,47,70,N,Y,6.5,15,NULL,29.1,20,38 35.64620337N 077 23.97985265W,1675,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1676,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,PRUB,larva,1,1,4,5.6,2.4,8.1,Y,23,NULL,NULL,25,13,NULL,NULL,NULL,30,1,8,5,75,47,70,N,Y,6.5,15,NULL,29.1,20,38 35.64620337N 077 23.97985265W,1676,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1677,Prince William Forest National Park,PRW227-3L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,PRUB,larva,0,2,0,1.9,5.9,6.2,Y,10,29,33,8,9,NULL,NULL,NULL,11,0,13,2,63,38,51,N,Y,6.8,28,NULL,26.5,21.5,38 35.64620337N 077 23.97985265W,1677,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1678,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,EBIS,larva,2,0,NULL,0.8,0,0,NULL,NULL,24,NULL,20,8,NULL,NULL,NULL,44,2,0,0,48,0,0,N,N,5.47,78,NULL,29.5,20.1,38 35.64620337N 077 23.97985265W,1678,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1679,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/21/2006 0:00:00,1,PRUB,adult,1,0,NULL,0.8,0,0,NULL,NULL,24,NULL,20,8,NULL,NULL,NULL,44,2,0,0,48,0,0,N,N,5.47,78,NULL,29.5,20.1,38 35.64620337N 077 23.97985265W,1679,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1680,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/23/2009 0:00:00,NULL,EGUT,adult,2,0,NULL,6,2,2,Y,NULL,39,NULL,17,1,NULL,NULL,NULL,43,3,5,7,71,43,78,N,N,NULL,NULL,NULL,24.6,NULL,38 35.64620337N 077 23.97985265W,1680,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1681,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/21/2009 0:00:00,NULL,PRUB,larva,1,2,NULL,1.5,16.5,0,Y,NULL,7,28,NULL,12,NULL,NULL,NULL,53,2,10,1,42,80,5,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1681,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1682,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/21/2009 0:00:00,NULL,EBIS,larva,6,2,NULL,1.5,16.5,0,Y,NULL,7,28,NULL,12,NULL,NULL,NULL,53,2,10,1,42,80,5,N,Y,NULL,NULL,NULL,NULL,NULL,38 35.64620337N 077 23.97985265W,1682,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1683,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/18/2012 0:00:00,1,EBIS,larva,0,2,1,3.5,4,3,Y,41,7,4,8,19,NULL,NULL,NULL,21,4,5,6,39,62,57,N,Y,6.5,24,NULL,19.3,16.8,38 35.64620337N 077 23.97985265W,1683,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1684,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,PRUB,larva,1,1,1,6.7,2,4.1,Y,NULL,25,4,6,31,NULL,NULL,NULL,34,0,5,10,64,71,74,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1684,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1685,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,EBIS,larva,2,1,0,6.7,2,4.1,Y,NULL,25,4,6,31,NULL,NULL,NULL,34,0,5,10,64,71,74,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1685,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1686,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,8/1/2013 0:00:00,1,EURY,larva,0,1,1,6.7,2,4.1,Y,NULL,25,4,6,31,NULL,NULL,NULL,34,0,5,10,64,71,74,N,Y,6.6,15,NULL,23.4,20.8,38 35.64620337N 077 23.97985265W,1686,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1687,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,EBIS,larva,2,1,3,2.4,2.3,4.8,Y,6,3,NULL,56,15,NULL,NULL,NULL,20,0,8,6,78,70,46,N,Y,6.5,15,NULL,29.1,20,38 35.64620337N 077 23.97985265W,1687,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1688,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,EBIS,juvenile,1,0,0,2.4,2.3,4.8,Y,6,3,NULL,56,15,NULL,NULL,NULL,20,0,8,6,78,70,46,N,Y,6.5,15,NULL,29.1,20,38 35.64620337N 077 23.97985265W,1688,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1689,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,6/30/2014 0:00:00,1,PRUB,larva,5,0,0,2.4,2.3,4.8,Y,6,3,NULL,56,15,NULL,NULL,NULL,20,0,8,6,78,70,46,N,Y,6.5,15,NULL,29.1,20,38 35.64620337N 077 23.97985265W,1689,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1690,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,PRUB,larva,2,1,3,6.9,3.8,4.8,Y,8,11,34,12,17,NULL,NULL,NULL,18,3,6,6,54,31,42,N,Y,6.8,28,NULL,26.5,21.5,38 35.64620337N 077 23.97985265W,1690,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1691,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,PRUB,adult,1,0,0,6.9,3.8,4.8,Y,8,11,34,12,17,NULL,NULL,NULL,18,3,6,6,54,31,42,N,Y,6.8,28,NULL,26.5,21.5,38 35.64620337N 077 23.97985265W,1691,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1692,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,EBIS,larva,5,3,0,6.9,3.8,4.8,Y,8,11,34,12,17,NULL,NULL,NULL,18,3,6,6,54,31,42,N,Y,6.8,28,NULL,26.5,21.5,38 35.64620337N 077 23.97985265W,1692,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1693,Prince William Forest National Park,PRW227-4L,38.594111099999999,-77.399666600000003,15m,7/28/2016 0:00:00,1,EGUT,larva,1,0,0,6.9,3.8,4.8,Y,8,11,34,12,17,NULL,NULL,NULL,18,3,6,6,54,31,42,N,Y,6.8,28,NULL,26.5,21.5,38 35.64620337N 077 23.97985265W,1693,115317,0.005881247089960,-77.394984096499996,38.590541705000000
1694,Prince William Forest National Park,PRW227-A1,38.595166599999999,-77.399555500000005,15m,7/11/2006 0:00:00,1,EBIS,adult,0,1,0,4,4.5,3.5,Y,51,4,NULL,NULL,NULL,NULL,NULL,NULL,45,6,6,3,29,30,31,N,Y,5.52,22,NULL,28.2,19.6,38 35.70953336N 077 23.97318665W,1694,115317,0.006495712673410,-77.394984096499996,38.590541705000000
1695,Prince William Forest National Park,PRW227-A1,38.595166599999999,-77.399555500000005,15m,7/11/2006 0:00:00,1,RCLA,juvenile,NULL,NULL,NULL,4,4.5,3.5,Y,51,4,NULL,NULL,NULL,NULL,NULL,NULL,45,6,6,3,29,30,31,N,Y,5.52,22,NULL,28.2,19.6,38 35.70953336N 077 23.97318665W,1695,115317,0.006495712673410,-77.394984096499996,38.590541705000000
1696,Prince William Forest National Park,PRW227-A2,38.595166599999999,-77.399555500000005,15m,7/11/2006 0:00:00,1,RCLA,juvenile,NULL,NULL,NULL,1,1,0,Y,36,NULL,23,NULL,NULL,NULL,NULL,NULL,41,8,2,2,47,12,0,N,N,5.52,22,NULL,28.2,19.6,38 35.70953336N 077 23.97318665W,1696,115317,0.006495712673410,-77.394984096499996,38.590541705000000
1697,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/23/2006 0:00:00,1,DFUS,adult,1,0,0,3.4,3.1,0.5,Y,NULL,28,3,NULL,12,NULL,NULL,NULL,57,2,9,4,49,72,0,N,Y,6.94,68,NULL,22.6,15.9,38 34.86286749N 077 22.85318505W,1697,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1698,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/23/2006 0:00:00,1,DFUS,juvenile,2,0,0,3.4,3.1,0.5,Y,NULL,28,3,NULL,12,NULL,NULL,NULL,57,2,9,4,49,72,0,N,Y,6.94,68,NULL,22.6,15.9,38 34.86286749N 077 22.85318505W,1698,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1699,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/23/2006 0:00:00,1,EBIS,larva,3,0,2,3.4,3.1,0.5,Y,NULL,28,3,NULL,12,NULL,NULL,NULL,57,2,9,4,49,72,0,N,Y,6.94,68,NULL,22.6,15.9,38 34.86286749N 077 22.85318505W,1699,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1700,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/10/2006 0:00:00,2,DFUS,adult,1,0,NULL,1.8,1.6,0.9,Y,NULL,48,NULL,NULL,4,NULL,NULL,NULL,48,0,2,13,65,63,55,N,Y,5.42,42,NULL,24.4,16.1,38 34.86286749N 077 22.85318505W,1700,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1701,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/10/2006 0:00:00,2,EBIS,larva,4,4,1,1.8,1.6,0.9,Y,NULL,48,NULL,NULL,4,NULL,NULL,NULL,48,0,2,13,65,63,55,N,Y,5.42,42,NULL,24.4,16.1,38 34.86286749N 077 22.85318505W,1701,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1702,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/12/2008 0:00:00,1,NULL,NULL,NULL,NULL,NULL,6.5,6,5,Y,NULL,9,16,8,NULL,NULL,8,NULL,57,6,9,0,32,70,55,N,Y,5.63,27,NULL,26.1,15,38 34.86286749N 077 22.85318505W,1702,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1703,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/17/2008 0:00:00,2,EBIS,adult,1,0,NULL,0,6,6,Y,NULL,NULL,NULL,5,NULL,NULL,19,NULL,76,8,2,4,0,53,79,N,Y,NULL,42,NULL,20.1,15.7,38 34.86286749N 077 22.85318505W,1703,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1704,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/22/2009 0:00:00,NULL,PRUB,larva,0,1,NULL,1,2,0,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,11,0,1,75,102,0,N,N,NULL,NULL,NULL,24.1,NULL,38 34.86286749N 077 22.85318505W,1704,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1705,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/21/2009 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,1,4,3,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,1,12,2,60,35,20,N,N,NULL,NULL,NULL,NULL,NULL,38 34.86286749N 077 22.85318505W,1705,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1706,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,6/19/2012 0:00:00,1,EBIS,larva,3,4,1,2,1.5,0,Y,9,13,NULL,NULL,34,NULL,NULL,NULL,44,0,1,14,80,68,0,N,Y,6.9,40,NULL,26.4,15.4,38 34.86286749N 077 22.85318505W,1706,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1707,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/23/2012 0:00:00,2,NULL,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,-99,-99,38 34.86286749N 077 22.85318505W,1707,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1708,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/24/2013 0:00:00,1,NULL,NULL,NULL,NULL,NULL,9.5,5.7,0,Y,1,6,NULL,NULL,1,NULL,2,NULL,90,1,3,1,180,74,0,N,Y,8,32,NULL,25.8,17.8,38 34.86286749N 077 22.85318505W,1708,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1709,Prince William Forest National Park,PRW247-1R,38.581055499999998,-77.380888799999994,15m,7/29/2014 0:00:00,1,NULL,NULL,NULL,NULL,NULL,9,6.5,0,Y,16,3,NULL,NULL,39,NULL,NULL,NULL,42,6,0,3,70,89,0,N,Y,7.2,35,NULL,19.2,16.9,38 34.86286749N 077 22.85318505W,1709,115317,0.001767918589280,-77.382397945099996,38.580130828900003
1710,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,6/23/2006 0:00:00,1,DFUS,adult,0,0,1,0,1.9,1.8,Y,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,92,5,5,0,0,56,48,N,Y,6.94,68,NULL,22.6,15.9,38 34.86286749N 077 22.85313705W,1710,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1711,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/10/2006 0:00:00,2,EBIS,larva,4,4,3,5,2.5,0,Y,NULL,6,NULL,6,NULL,NULL,NULL,NULL,88,1,9,2,50,40,0,N,Y,5.91,42,NULL,23.8,19,38 34.86286749N 077 22.85313705W,1711,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1712,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,6/12/2008 0:00:00,1,EBIS,adult,1,0,NULL,1.5,0,4,Y,24,14,12,14,5,11,NULL,NULL,18,2,3,2,35,0,24,N,N,5.63,27,NULL,26.1,15,38 34.86286749N 077 22.85313705W,1712,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1713,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/17/2008 0:00:00,2,EBIS,larva,2,3,NULL,0,0,3.5,Y,NULL,NULL,NULL,12,15,NULL,NULL,NULL,73,4,1,2,0,0,40,N,Y,NULL,42,NULL,20.1,15.7,38 34.86286749N 077 22.85313705W,1713,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1714,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/17/2008 0:00:00,2,DFUS,juvenile,1,0,NULL,0,0,3.5,Y,NULL,NULL,NULL,12,15,NULL,NULL,NULL,73,4,1,2,0,0,40,N,Y,NULL,42,NULL,20.1,15.7,38 34.86286749N 077 22.85313705W,1714,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1715,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/17/2008 0:00:00,2,DFUS,larva,1,3,NULL,0,0,3.5,Y,NULL,NULL,NULL,12,15,NULL,NULL,NULL,73,4,1,2,0,0,40,N,Y,NULL,42,NULL,20.1,15.7,38 34.86286749N 077 22.85313705W,1715,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1716,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,6/22/2009 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,0,6.5,4,Y,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,87,0,8,3,0,47,97,N,Y,NULL,NULL,NULL,24.1,NULL,38 34.86286749N 077 22.85313705W,1716,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1717,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/21/2009 0:00:00,NULL,EBIS,larva,2,3,NULL,0,0,1,Y,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,87,0,3,4,0,0,45,N,N,NULL,NULL,NULL,NULL,NULL,38 34.86286749N 077 22.85313705W,1717,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1718,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,6/19/2012 0:00:00,1,NULL,NULL,NULL,NULL,NULL,0.5,5.5,6,Y,17,1,NULL,NULL,5,NULL,NULL,NULL,66,0,2,13,21,105,97,N,N,6.9,40,NULL,26.4,15.4,38 34.86286749N 077 22.85313705W,1718,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1719,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/23/2012 0:00:00,2,NULL,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,NULL,NULL,NULL,-99,-99,38 34.86286749N 077 22.85313705W,1719,115317,0.001768602569710,-77.382397729900006,38.580130474100002
1720,Prince William Forest National Park,PRW247-2L,38.581055499999998,-77.380887999999999,15m,7/24/2013 0:00:00,1,NULL,NULL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,0,0,0,N,Y,8,32,NULL,25.8,17.8,38 34.86286749N 077 22.85313705W,1720,115317,0.001768602569710,-77.382397729900006,38.580130474100002
