Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
PR150,6/25/12,68,2,W,2,EBIS,L,20,40,
PR150,6/25/12,69,1,W,3,EBIS,L,19,35,
PR150,6/25/12,70,10,W,1,DFUS,J,14,27,
PR150,6/25/12,71,14,W,2,EBIS,L,19,37,
PR150,6/25/12,72,13,W,2,DFUS,J,13,25,"marked as larval, should be juvenile"
PR150,6/25/12,73,14,W,2,EBIS,L,17,35,
PR150,6/25/12,74,14,W,2,DFUS,A,35,53,tip of tail missing
PR150,6/25/12,75,13,W,3,EBIS,J,23,44,
PR150,6/25/12,76,13,W,3,DFUS,J,13,18,"marked as larval, should be juvenile: most of tail missing"
PR150,6/25/12,77,15,W,3,EBIS,L,19,39,
PR150,6/25/12,78,15,W,3,EBIS,L,17,31,
PR150,6/25/12,79,15,W,3,EBIS,L,16,36,
PR150,6/25/12,80,14,W,3,EBIS,L,18,35,
PR150,6/25/12,81,7,W,3,EBIS,L,19,39,
PR150,6/25/12,82,4,W,3,DFUS,J,21,42,
PR150,6/25/12,83,15,W,3,EBIS,L,15,36,
PR150,6/25/12,84,21,W,3,EBIS,L,20,37,
PR150,6/25/12,85,13,W,3,EBIS,L,14,29,
PR150,6/25/12,86,7,W,3,DMON,J,16,31,
PR150,6/25/12,87,13,W,3,EBIS,L,19,36,
PR150,6/25/12,88,15,W,3,EBIS,L,21,42,
PR150,6/25/12,89,13,W,3,DFUS,J,16,29,
PR150,6/25/12,90,13,W,3,DFUS,J,22,43,
PR150,6/25/12,91,14,W,3,DFUS,J,18,30,
PR150,6/25/12,92,14,W,3,DFUS,J,14,32,
PR150,6/25/12,93,14,W,3,EBIS,L,20,40,
PRC3TL,6/26/12,1,11,W,2,DFUS,J,15,29,
PRC3TL,6/26/12,2,14,W,1,EBIS,A,38,79,
PRC3TL,6/26/12,3,12,W,1,EBIS,L,30,69,
PRC3TL,6/26/12,4,12,W,2,DFUS,J,18,35,
PRC3TL,6/26/12,5,12,B,1,EBIS,J,37,69,
PRC3TL,6/26/12,6,15,W,1,DFUS,J,29,56,tail tip gone
PRC3TL,6/26/12,7,15,B,1,DFUS,J,18,36,
PRC3TL,6/26/12,8,15,W,2,EBIS,L,9,19,
PRC3TL,6/26/12,9,14,W,1,EBIS,A,38,87,
PRC3TL,6/26/12,10,16,W,2,EBIS,L,28,62,
PRC3TL,6/26/12,11,18,W,2,DFUS,J,29,66,
PRC3TL,6/26/12,12,4,B,1,DMON,J,33,68,
PRC3TL,6/26/12,13,15,W,2,EBIS,L,29,64,
PRC3TL,6/26/12,14,2,W,2,EBIS,L,26,52,
PRC3TL,6/26/12,15,3,W,1,EBIS,A,39,87,
PRC3TL,6/26/12,16,2,W,2,DFUS,A,44,93,
PRC3TL,6/26/12,17,3,W,1,EBIS,L,24,45,
PRC3TL,6/26/12,18,11,W,3,EBIS,L,25,49,
PRC3TL,6/26/12,19,10,W,3,EBIS,L,24,44,
PRC3TL,6/26/12,20,8,W,3,EBIS,A,38,56,
PRC3TL,6/26/12,21,5,W,3,DFUS,J,32,61,
PRC3TL,6/26/12,22,10,W,3,EBIS,L,10,18,
PRC3TL,6/26/12,23,16,W,3,EBIS,L,11,19,
PRC3TL,6/26/12,24,4,W,3,DFUS,J,19,37,
PRC3TL,6/26/12,25,4,W,3,DFUS,J,15,31,
MRC3TL,6/27/12,1,11,W,1,DFUS,A,28,75,injured at tail bbase but tail still attached
MRC3TL,6/27/12,2,11,W,1,GPOR,L,48,87,
MRC3TL,6/27/12,3,12,W,1,GPOR,L,48,80,
MRC3TL,6/27/12,4,15,W,1,DFUS,A,48,94,"toes on front left foot seem short, missing knuckles"
MRC3TL,6/27/12,5,11,W,2,GPOR,L,17,28,"front right leg nub, stomach bruised"
MRC3TL,6/27/12,6,17,W,2,GPOR,L,41,70,
MRC3TL,6/27/12,7,10,W,3,DFUS,A,51,97,
MRC3TL,6/27/12,8,15,W,3,DFUS,J,16,30,
NFMTL1,7/2/12,1,1,W,1,EBIS,A,21,56,
NFMTL1,7/2/12,2,2,W,1,GPOR,L,39,73,
NFMTL1,7/2/12,3,2,W,1,EBIS,L,17,32,
NFMTL1,7/2/12,4,3,W,1,EBIS,L,16,29,
NFMTL1,7/2/12,5,3,W,1,GPOR,L,52,103,
NFMTL1,7/2/12,6,9,W,1,EBIS,L,10,18,
NFMTL1,7/2/12,7,10,W,1,EBIS,L,12,21,
NFMTL1,7/2/12,8,15,W,1,DFUS,J,15,30,
NFMTL1,7/2/12,9,6,W,1,EBIS,L,19,41,
NFMTL1,7/2/12,10,12,W,1,EBIS,L,17,33,
NFMTL1,7/2/12,11,13,W,1,EBIS,L,10,19,
NFMTL1,7/2/12,12,2,B,1,DMON,A,38,95,
NFMTL1,7/2/12,13,2,W,2,GPOR,L,30,58,
NFMTL1,7/2/12,14,8,W,2,DMON,J,14,33,
NFMTL1,7/2/12,15,5,W,2,EBIS,L,18,38,
NFMTL1,7/2/12,16,5,W,2,EBIS,L,15,35,measurement error on SVL
NFMTL1,7/2/12,17,5,W,2,EBIS,L,4,16,measurement error on SVL
NFMTL1,7/2/12,18,5,W,2,EBIS,L,16,32,
NFMTL1,7/2/12,19,5,W,2,EBIS,L,10,20,
NFMTL1,7/2/12,20,5,W,2,EBIS,L,15,31,
NFMTL1,7/2/12,21,4,W,2,EBIS,L,18,37,
NFMTL1,7/2/12,22,4,W,2,EBIS,L,19,40,
NFMTL1,7/2/12,23,4,W,2,EBIS,L,19,38,
NFMTL1,7/2/12,24,5,W,2,EBIS,L,21,41,
NFMTL1,7/2/12,25,5,W,2,EBIS,L,13,26,
NFMTL1,7/2/12,26,5,W,2,EBIS,L,10,20,
NFMTL1,7/2/12,27,10,W,2,DMON,J,30,68,
NFMTL1,7/2/12,28,11,W,2,EBIS,A,21,52,
NFMTL1,7/2/12,29,12,W,2,GPOR,L,52,103,
NFMTL1,7/2/12,30,2,B,2,DMON,J,16,37,
NFMTL1,7/2/12,31,5,W,2,EBIS,L,20,44,
NFMTL1,7/2/12,32,5,W,2,EBIS,L,22,35,tail tip missing
NFMTL1,7/2/12,33,4,W,2,EBIS,L,19,35,
NFMTL1,7/2/12,34,5,W,2,EBIS,L,21,45,
NFMTL1,7/2/12,35,5,W,2,EBIS,L,17,32,
NFMTL1,7/2/12,36,5,W,2,EBIS,L,15,35,measurement error on SVL
NFMTL1,7/2/12,37,5,W,2,EBIS,L,16,32,
NFMTL1,7/2/12,38,5,W,2,EBIS,L,15,31,
NFMTL1,7/2/12,39,5,B,2,DMON,A,50,122,"RF missing most fingertips, LF missing some fingertips"
NFMTL1,7/2/12,40,13,W,2,EBIS,L,19,37,
NFMTL1,7/2/12,41,13,W,2,EBIS,L,8,16,
NFMTL1,7/2/12,42,13,W,2,EBIS,L,16,32,
NFMTL1,7/2/12,43,13,W,2,EBIS,L,17,36,
NFMTL1,7/2/12,44,14,W,2,DFUS,J,15,35,
NFMTL1,7/2/12,45,16,W,2,DFUS,J,16,37,
NFMTL1,7/2/12,46,12,W,2,EBIS,L,16,32,
NFMTL1,7/2/12,47,0,W,3,DMON,J,29,66,
NFMTL1,7/2/12,48,0,W,3,DMON,J,29,66,
NFMTL1,7/2/12,49,1,W,3,EBIS,L,18,37,
NFMTL1,7/2/12,50,1,W,3,GPOR,L,56,107,
NFMTL1,7/2/12,51,4,W,3,EBIS,L,9,17,
NFMTL1,7/2/12,52,9,W,3,EBIS,L,10,19,
NFMTL1,7/2/12,53,9,W,3,EBIS,L,17,32,
NFMTL1,7/2/12,54,9,W,3,EBIS,L,12,22,
NFMTL1,7/2/12,55,9,W,3,EBIS,L,10,20,
NFMTL1,7/2/12,56,13,W,3,EBIS,L,17,37,
NFMTL1,7/2/12,57,13,W,3,EBIS,L,19,34,
NFMTL1,7/2/12,58,13,B,3,DMON,J,24,45,
NFMTL1,7/2/12,59,4,W,3,GPOR,L,55,111,
NFMTL1,7/2/12,60,4,W,3,EBIS,L,12,21,
NFMTL1,7/2/12,61,5,W,3,EBIS,L,13,27,
NFMTL1,7/2/12,62,5,W,3,EBIS,L,16,36,
NFMTL1,7/2/12,63,6,W,3,EBIS,L,16,33,
NFMTL1,7/2/12,64,1,W,4,EBIS,L,15,31,
NFMTL1,7/2/12,65,2,W,4,EBIS,L,15,30,
NFMTL1,7/2/12,66,4,W,4,EBIS,L,16,30,
NFMTL1,7/2/12,67,4,W,4,EBIS,L,10,20,
NFMTL1,7/2/12,68,9,W,4,DMON,J,31,72,
NFMTL1,7/2/12,69,4,W,4,EBIS,L,9,18,
NFMTL1,7/2/12,70,4,W,4,EBIS,L,16,35,
NFMTL1,7/2/12,71,4,W,4,EBIS,L,10,21,
NFMTL1,7/2/12,72,11,W,4,DMON,J,30,67,
NFMTL1,7/2/12,73,5,W,4,EBIS,L,8,18,measurement error on SVL
NFMTL1,7/2/12,74,5,W,4,EBIS,L,20,41,
NFMTL1,7/2/12,75,5,W,4,EBIS,L,20,43,
NFMTL1,7/2/12,76,11,W,4,GPOR,L,55,103,
NFMTL1,7/2/12,77,4,W,4,EBIS,L,23,50,
NFMTL1,7/2/12,78,5,W,4,EBIS,L,18,33,
NFMTL1,7/2/12,79,5,W,4,EBIS,L,10,18,
NFMTL1,7/2/12,80,5,W,4,EBIS,L,18,37,
NFMTL1,7/2/12,81,5,W,4,EBIS,L,10,19,
NFMTL1,7/2/12,82,6,W,4,EBIS,L,10,18,
NFMTL1,7/2/12,83,5,W,4,EBIS,L,18,36,
NFMTL1,7/2/12,84,5,W,4,EBIS,L,8,20,
NFMTL1,7/2/12,85,2,W,4,DFUS,J,15,33,
RMRTN,7/3/12,1,1,W,1,DFUS,J,21,44,
RMRTN,7/3/12,2,0,W,1,DFUS,J,16,26,short tail
RMRTN,7/3/12,3,0,W,1,DFUS,J,22,46,
RMRTN,7/3/12,4,0,W,1,DFUS,J,19,40,
RMRTN,7/3/12,5,0,W,1,DFUS,J,17,34,
RMRTN,7/3/12,6,3,W,1,DFUS,A,46,92,
RMRTN,7/3/12,7,2,W,1,DFUS,J,23,46,
RMRTN,7/3/12,8,0,W,1,DFUS,A,43,85,
RMRTN,7/3/12,9,0,W,1,GPOR,L,64,114,
RMRTN,7/3/12,10,2,W,1,DFUS,J,19,40,
RMRTN,7/3/12,11,2,W,1,DFUS,J,17,38,
RMRTN,7/3/12,12,1,W,1,GPOR,L,45,87,
RMRTN,7/3/12,13,2,W,1,GPOR,L,53,100,
RMRTN,7/3/12,14,8,W,1,EBIS,L,12,22,
RMRTN,7/3/12,15,0,W,1,GPOR,L,57,96,
RMRTN,7/3/12,16,3,W,1,EBIS,L,23,48,
RMRTN,7/3/12,17,1,W,1,DFUS,J,17,39,
RMRTN,7/3/12,18,3,W,1,DFUS,J,14,19,"tail tip missing; marked as larval, should be juvenile"
RMRTN,7/3/12,19,2,W,1,DFUS,J,22,41,
RMRTN,7/3/12,20,3,W,1,DFUS,A,55,99,
RMRTN,7/3/12,21,2,W,1,DFUS,J,21,40,
RMRTN,7/3/12,22,12,W,1,DFUS,J,22,31,tail tip missing
RMRTN,7/3/12,23,11,W,1,DFUS,A,59,117,
RMRTN,7/3/12,24,9,B,1,DFUS,J,22,46,
RMRTN,7/3/12,25,10,W,1,DMON,J,30,63,"juvenile or adult, check on size"
RMRTN,7/3/12,26,9,W,2,EBIS,L,13,30,measurement error on SVL
RMRTN,7/3/12,27,0,W,2,DFUS,J,19,36,
RMRTN,7/3/12,28,1,W,2,EBIS,L,21,39,
RMRTN,7/3/12,29,9,W,2,EBIS,L,22,43,
RMRTN,7/3/12,30,9,W,2,EBIS,L,24,46,
RMRTN,7/3/12,31,8,W,2,EBIS,L,22,41,
RMRTN,7/3/12,32,0,W,2,DFUS,J,16,34,
RMRTN,7/3/12,33,9,W,2,EBIS,L,12,30,measurement error on SVL
RMRTN,7/3/12,34,8,W,2,EBIS,L,23,50,
RMRTN,7/3/12,35,0,W,2,DFUS,J,20,41,
RMRTN,7/3/12,36,8,W,2,EBIS,L,23,51,
RMRTN,7/3/12,37,2,W,2,DFUS,J,16,33,
RMRTN,7/3/12,38,1,W,2,DFUS,J,18,33,tail tip missing
RMRTN,7/3/12,39,10,W,2,EBIS,L,25,49,
RMRTN,7/3/12,40,8,W,2,GPOR,L,50,81,
RMRTN,7/3/12,41,8,W,2,EBIS,L,21,43,
RMRTN,7/3/12,42,8,W,2,DFUS,A,53,92,
RMRTN,7/3/12,43,8,W,2,EBIS,L,25,55,
RMRTN,7/3/12,44,12,W,2,EBIS,L,16,35,measurement error on SVL
RMRTN,7/3/12,45,12,W,2,EBIS,L,16,33,
RMRTN,7/3/12,46,13,W,2,EBIS,L,23,49,
RMRTN,7/3/12,47,2,W,2,EBIS,L,24,50,
RMRTN,7/3/12,48,2,W,2,EBIS,L,14,27,
RMRTN,7/3/12,49,0,B,2,EBIS,J,25,51,
RMRTN,7/3/12,50,3,W,2,DFUS,J,27,54,
RMRTN,7/3/12,51,8,W,3,DFUS,J,15,30,
RMRTN,7/3/12,52,0,W,3,DFUS,J,12,16,most of tail missing
RMRTN,7/3/12,53,0,W,3,EBIS,L,20,41,
RMRTN,7/3/12,54,8,W,3,EBIS,L,21,41,
RMRTN,7/3/12,55,8,W,3,DFUS,J,16,34,
RMRTN,7/3/12,56,8,W,3,DFUS,J,18,36,
RMRTN,7/3/12,57,3,W,3,DFUS,J,20,43,
RMRTN,7/3/12,58,3,W,3,DFUS,J,21,38,
RMRTN,7/3/12,59,3,W,3,DFUS,J,17,36,
RMRTN,7/3/12,60,3,W,3,EBIS,L,21,45,
RMRTN,7/3/12,61,3,W,3,EBIS,L,16,32,
RMRTN,7/3/12,62,9,W,3,EBIS,L,22,46,
RMRTN,7/3/12,63,2,W,3,DFUS,A,44,88,
RMRTN,7/3/12,64,2,W,3,DFUS,J,19,40,
RMRTN,7/3/12,65,8,B,3,DFUS,J,22,47,
RMRTN,7/3/12,66,8,W,3,DFUS,J,18,35,
RMRTN,7/3/12,67,9,W,3,EBIS,L,20,36,
RMRTN,7/3/12,68,1,W,3,EBIS,L,21,38,
RMRTN,7/3/12,69,2,W,3,DFUS,J,24,49,
RMRTN,7/3/12,70,11,W,3,EBIS,L,16,31,
RMRTN,7/3/12,71,3,W,3,EBIS,L,9,16,
RMRTN,7/3/12,72,1,W,3,GPOR,L,48,109,
RMRTN,7/3/12,73,3,W,3,DFUS,J,20,38,
RMRTN,7/3/12,74,3,W,3,DFUS,J,21,43,
RMRTN,7/3/12,75,3,W,3,DFUS,J,16,35,
RMRTN,7/3/12,76,3,W,3,DFUS,J,17,37,
RRC1EL,7/4/12,1,19,W,1,DFUS,J,13,28,
RRC1EL,7/4/12,2,18,W,1,DMON,J,12,23,
RRC1EL,7/4/12,3,19,W,1,DFUS,J,14,28,
RRC1EL,7/4/12,4,19,W,1,EBIS,L,16,35,
RRC1EL,7/4/12,5,13,W,1,GPOR,L,18,36,
RRC1EL,7/4/12,6,12,B,1,DMON,A,52,103,
RRC1EL,7/4/12,7,13,W,1,DFUS,J,13,31,
RRC1EL,7/4/12,8,13,W,1,DMON,J,27,61,
RRC1EL,7/4/12,9,13,W,1,DMON,A,32,73,
RRC1EL,7/4/12,10,13,W,1,DMON,J,21,45,
RRC1EL,7/4/12,11,13,W,1,DFUS,A,32,77,
RRC1EL,7/4/12,12,19,W,1,EBIS,L,16,32,
RRC1EL,7/4/12,13,14,W,1,EBIS,L,16,31,
RRC1EL,7/4/12,14,14,W,1,EBIS,L,13,26,
RRC1EL,7/4/12,15,14,W,1,EBIS,L,20,39,
RRC1EL,7/4/12,16,14,W,1,EBIS,L,15,27,
RRC1EL,7/4/12,17,14,W,1,EBIS,L,18,36,
RRC1EL,7/4/12,18,15,W,1,DFUS,A,38,80,
RRC1EL,7/4/12,19,15,W,1,DMON,J,20,47,
RRC1EL,7/4/12,20,14,W,1,EBIS,L,14,23,
RRC1EL,7/4/12,21,15,W,1,EBIS,L,14,28,
RRC1EL,7/4/12,22,15,W,1,EBIS,L,17,39,
RRC1EL,7/4/12,23,15,W,1,EBIS,L,19,40,
RRC1EL,7/4/12,24,16,W,1,EBIS,L,16,32,
RRC1EL,7/4/12,25,14,W,1,EBIS,L,14,27,
RRC1EL,7/4/12,26,15,W,1,EBIS,L,14,27,
RRC1EL,7/4/12,27,14,W,1,EBIS,L,14,27,
RRC1EL,7/4/12,28,15,W,1,EBIS,L,14,30,
RRC1EL,7/4/12,29,16,W,1,EBIS,L,18,27,
RRC1EL,7/4/12,30,16,W,1,EBIS,L,16,36,measurement error on SVL
RRC1EL,7/4/12,31,16,W,1,EBIS,L,15,29,
RRC1EL,7/4/12,32,16,W,1,EBIS,L,18,26,stub tail
RRC1EL,7/4/12,33,14,W,2,EBIS,L,17,34,
RRC1EL,7/4/12,34,14,W,2,EBIS,L,14,25,
RRC1EL,7/4/12,35,14,W,2,EBIS,L,14,22,
RRC1EL,7/4/12,36,14,W,2,EBIS,L,13,23,
RRC1EL,7/4/12,37,14,W,2,EBIS,L,15,28,
RRC1EL,7/4/12,38,15,W,2,EBIS,L,19,37,
RRC1EL,7/4/12,39,14,W,2,EBIS,L,12,21,
RRC1EL,7/4/12,40,1,B,3,DFUS,J,24,52,
RRC1EL,7/4/12,41,16,W,2,EBIS,L,16,29,
RRC1EL,7/4/12,42,18,B,2,DMON,A,36,79,
RRC1EL,7/4/12,43,11,B,3,EBIS,L,20,41,
RRC1EL,7/4/12,44,9,W,2,EBIS,L,19,39,
RRC1EL,7/4/12,45,13,W,3,EBIS,L,15,28,
RRC1EL,7/4/12,46,16,W,2,DMON,J,31,60,
RRC1EL,7/4/12,47,8,B,2,DMON,J,13,27,
RRC1EL,7/4/12,48,14,W,2,EBIS,L,17,35,
RRC1EL,7/4/12,49,12,W,2,EBIS,J,20,43,
RRC1EL,7/4/12,50,2,W,2,EBIS,L,15,27,
RRC1EL,7/4/12,51,19,B,2,EBIS,L,29,42,
RRC1EL,7/4/12,52,13,W,2,EBIS,L,21,40,
RRC1EL,7/4/12,53,8,B,2,DFUS,J,21,42,
RRC1EL,7/4/12,54,14,W,2,DMON,A,53,117,missing 3 toes on front right foot
RRC1EL,7/4/12,55,15,W,2,EBIS,L,14,30,
RRC1EL,7/4/12,56,16,W,2,EBIS,L,15,31,
RRC1EL,7/4/12,57,15,W,3,EBIS,L,14,26,
RRC1EL,7/4/12,58,13,W,2,EBIS,L,14,30,
RRC1EL,7/4/12,59,8,W,3,DMON,J,33,70,
RRC1EL,7/4/12,60,14,W,2,EBIS,L,19,35,
RRC1EL,7/4/12,61,19,B,2,EBIS,J,20,42,"left eye popped out, dangling"
RRC1EL,7/4/12,62,13,W,3,EBIS,L,14,26,
RRC1EL,7/4/12,63,14,W,3,EBIS,L,18,28,
RRC1EL,7/4/12,64,16,W,3,EBIS,L,13,25,
RRC1EL,7/4/12,65,17,W,3,EBIS,L,22,39,
RRC1EL,7/4/12,66,2,B,4,DFUS,J,13,24,
RRC1EL,7/4/12,67,15,W,4,EBIS,L,2,13,measurement error on SVL
RRC1EL,7/4/12,68,15,W,4,EBIS,L,23,42,
RRC1EL,7/4/12,69,13,W,3,EBIS,L,22,41,
RRC1EL,7/4/12,70,14,B,3,EBIS,J,19,43,
RRC1EL,7/4/12,71,1,B,2,EBIS,A,23,52,
RRC1EL,7/4/12,72,14,W,4,EBIS,J,22,46,
RRC1EL,7/4/12,73,13,W,2,EBIS,L,21,41,
RRC1EL,7/4/12,74,16,W,4,DFUS,A,50,96,
RRC1EL,7/4/12,75,8,B,4,DFUS,J,14,21,
RRC1EL,7/4/12,76,16,B,3,DMON,A,34,69,
RRC1EL,7/4/12,77,17,W,3,EBIS,L,16,27,
RRC1EL,7/4/12,78,13,W,2,EBIS,L,18,29,
RRC1EL,7/4/12,79,13,W,2,EBIS,L,16,32,
RRC1EL,7/4/12,80,14,W,2,EBIS,L,12,23,
RRC1EL,7/4/12,81,13,W,2,EBIS,L,18,33,
RRC1EL,7/4/12,82,13,W,2,EBIS,L,15,29,
RRC1EL,7/4/12,83,13,W,5,EBIS,L,17,27,
RRC1EL,7/4/12,84,12,W,5,EBIS,L,17,27,
RRC1EL,7/4/12,85,12,W,5,DFUS,J,14,26,rear right club foot
RRC1EL,7/4/12,86,14,W,5,EBIS,L,19,36,
RRC1EL,7/4/12,87,15,W,4,EBIS,L,17,32,
RRC1EL,7/4/12,88,14,W,4,EBIS,L,22,42,front right foot cut off
RRC1EL,7/4/12,89,13,W,5,EBIS,L,16,31,
RRC1EL,7/4/12,90,13,W,2,EBIS,L,16,29,
RRC1EL,7/4/12,91,14,W,2,GPOR,L,35,63,
RRC1EL,7/4/12,92,14,W,3,EBIS,J,23,48,
RRC1EL,7/4/12,93,19,W,4,DFUS,A,39,88,
RRC1EL,7/4/12,94,13,W,3,EBIS,L,19,25,
RRC1EL,7/4/12,95,13,W,2,EBIS,L,15,30,
RRC1EL,7/4/12,96,14,W,2,EBIS,L,19,37,
RRC1EL,7/4/12,97,13,W,2,EBIS,L,17,30,
RRC1EL,7/4/12,98,14,W,2,EBIS,L,21,45,
RRC1EL,7/4/12,99,12,W,5,EBIS,L,13,27,
RRC1EL,7/4/12,100,1,W,5,EBIS,L,21,38,
RRC1EL,7/4/12,101,7,W,5,DFUS,J,15,29,
RRC1EL,7/4/12,102,17,W,4,DMON,J,33,54,tail short
RRC1EL,7/4/12,103,13,W,2,EBIS,L,18,28,
RRC1EL,7/4/12,104,17,W,3,DMON,J,39,81,
RRC1EL,7/4/12,105,16,W,3,EBIS,L,14,27,
RRC1EL,7/4/12,106,18,W,3,EBIS,J,22,44,
RRC1EL,7/4/12,107,19,W,3,DFUS,J,16,33,
RRC1EL,7/4/12,108,16,W,3,EBIS,L,14,23,
RRC1EL,7/4/12,109,16,W,3,EBIS,L,22,42,
RRC1EL,7/4/12,110,13,W,2,EBIS,L,19,33,
RRC1EL,7/4/12,111,15,W,5,EBIS,L,14,28,
RRC1EL,7/4/12,112,19,W,4,DFUS,J,14,27,
RRC1EL,7/4/12,113,16,W,4,EBIS,L,14,27,
RRC1EL,7/4/12,114,13,W,2,EBIS,L,18,28,
RRC1EL,7/4/12,115,14,W,2,EBIS,J,28,66,
RRC1EL,7/4/12,116,13,W,5,EBIS,L,16,30,
RRC1EL,7/4/12,117,16,W,5,EBIS,L,13,26,
RRC1EL,7/4/12,118,19,W,5,DMON,J,12,27,
RRC1EL,7/4/12,119,16,W,5,EBIS,L,14,28,
RRC1EL,7/4/12,120,14,W,5,EBIS,L,20,42,
RRC1EL,7/4/12,121,9,W,5,EBIS,L,20,41,
RRC1EL,7/4/12,122,18,W,3,EBIS,L,15,30,
RRC1EL,7/4/12,123,19,W,4,EBIS,L,22,35,
RRC1EL,7/4/12,124,19,W,4,EBIS,L,20,43,
RRC1EL,7/4/12,125,15,W,5,EBIS,L,21,42,
RRC1EL,7/4/12,126,14,W,5,EBIS,L,22,43,
RRC1EL,7/4/12,127,14,W,5,EBIS,L,19,44,
RRC4ML,7/9/12,1,15,W,1,EBIS,L,17,32,
RRC4ML,7/9/12,2,17,W,1,EBIS,L,21,37,missing tail tip
RRC4ML,7/9/12,3,6,W,1,EBIS,L,17,31,
RRC4ML,7/9/12,4,9,W,1,EBIS,L,23,47,
RRC4ML,7/9/12,5,11,W,1,GPOR,L,50,90,
RRC4ML,7/9/12,6,19,B,1,DMON,A,54,98,"FL foot missing digits 1 & 3, FR foot all digits small"
RRC4ML,7/9/12,7,10,W,2,EBIS,L,19,38,
RRC4ML,7/9/12,8,10,W,2,EBIS,L,19,37,
RRC4ML,7/9/12,9,9,B,1,EBIS,A,26,64,
RRC4ML,7/9/12,10,10,W,2,EBIS,L,20,38,
RRC4ML,7/9/12,11,10,W,2,EBIS,L,18,30,
RRC4ML,7/9/12,12,9,W,2,EBIS,L,23,49,
RRC4ML,7/9/12,13,10,W,2,EBIS,L,20,38,
RRC4ML,7/9/12,14,10,W,2,EBIS,L,15,27,
RRC4ML,7/9/12,15,3,B,2,DMON,J,14,29,
RRC4ML,7/9/12,16,11,W,2,EBIS,L,21,37,
RRC4ML,7/9/12,17,11,W,2,EBIS,L,24,47,
RRC4ML,7/9/12,18,8,W,2,EBIS,L,16,28,
RRC4ML,7/9/12,19,11,W,2,EBIS,L,26,51,
RRC4ML,7/9/12,20,11,W,2,EBIS,L,27,51,
RRC4ML,7/9/12,21,11,B,2,DMON,J,33,74,
RRC4ML,7/9/12,22,3,B,2,DMON,J,29,67,
RRC4ML,7/9/12,23,12,W,2,DMON,A,34,77,
RRC4ML,7/9/12,24,10,B,2,DMON,A,56,105,front r foot: fingers all tiny
RRC4ML,7/9/12,25,12,B,2,DMON,A,47,104,
RRC4ML,7/9/12,26,5,B,2,DMON,A,59,128,
RRC4ML,7/9/12,27,3,W,3,DFUS,J,17,22,"LOC - missing half of tail, back and jaw missing skin"
RRC4ML,7/9/12,28,3,B,2,DMON,J,26,56,on rear left foot fifth toe tip bulbous
RRC4ML,7/9/12,29,10,W,3,EBIS,L,18,30,
RRC4ML,7/9/12,30,10,W,3,EBIS,L,20,39,
RRC4ML,7/9/12,31,11,W,3,EBIS,L,22,40,
RRC4ML,7/9/12,32,11,W,3,EBIS,L,22,42,
RRC4ML,7/9/12,33,11,W,3,GPOR,L,43,79,redness under skin of abdomen - internal bleeding?
RRC4ML,7/9/12,34,11,W,3,EBIS,A,28,64,
RRC4ML,7/9/12,35,11,W,3,EBIS,L,19,35,
RRC4ML,7/9/12,36,13,W,3,DMON,A,36,81,
RRC4ML,7/9/12,37,9,W,3,EBIS,L,18,33,
RRC4ML,7/9/12,38,9,W,3,EBIS,L,27,53,
RRC4ML,7/9/12,39,9,W,3,EBIS,L,22,42,
RRC4ML,7/9/12,40,9,W,3,EBIS,L,22,43,
RRC4ML,7/9/12,41,9,W,3,EBIS,L,24,43,
RRC4ML,7/9/12,42,14,W,3,DMON,J,39,83,
RRC4ML,7/9/12,43,10,B,3,DMON,A,48,91,"toes on left rear foot all small, missing half of 3rd digit on front left"
RRC4ML,7/9/12,44,19,W,3,EBIS,L,17,33,
RRC4ML,7/9/12,45,19,W,3,EBIS,L,21,38,
RRC4ML,7/9/12,46,20,W,3,EBIS,L,20,36,
RRC4ML,7/9/12,47,19,W,3,DFUS,J,17,31,
RRC4ML,7/9/12,48,12,W,4,EBIS,L,17,31,
RRC4ML,7/9/12,49,12,W,4,EBIS,L,19,28,right hind foot missing
RRC4ML,7/9/12,50,1,W,4,DFUS,J,15,30,
RRC4ML,7/9/12,51,8,W,4,EBIS,L,27,45,front and back feet on right nubs
RRC4ML,7/9/12,52,15,W,4,EBIS,L,18,32,
RRC4ML,7/9/12,53,14,W,4,GPOR,L,46,79,
RRC4ML,7/9/12,54,14,B,4,DMON,A,32,70,3rd to tip - front right foot is bulbous
HRMC1,7/10/12,1,10,W,1,EBIS,L,32,72,
HRMC1,7/10/12,2,11,W,1,EBIS,L,22,41,
HRMC1,7/10/12,3,10,W,1,EBIS,L,10,21,
HRMC1,7/10/12,4,13,W,1,EBIS,L,35,69,
HRMC1,7/10/12,5,13,W,1,EBIS,L,12,22,
HRMC1,7/10/12,6,15,W,1,EBIS,L,22,40,
HRMC1,7/10/12,7,19,W,1,EBIS,L,25,48,
HRMC1,7/10/12,8,14,W,1,EBIS,L,36,72,
HRMC1,7/10/12,9,3,W,1,EBIS,L,31,67,
HRMC1,7/10/12,10,1,W,1,EBIS,L,29,57,
HRMC1,7/10/12,11,2,W,1,EBIS,L,21,38,
HRMC1,7/10/12,12,0,W,1,EBIS,L,21,40,
HRMC1,7/10/12,13,0,W,1,EBIS,L,26,47,
HRMC1,7/10/12,14,0,W,1,EBIS,L,16,34,
